minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
1278,spoiled,5.000637268,4.8,1.94,2.7,4.4,1.01,2.25,6.7,2.74,3.99,31.4,94.3
1279,spoiled,5.000637268,4.67,1.94,2.65,4.48,0.99,2.28,6.81,2.63,4.03,31.3,94.2
1280,spoiled,5.000637268,4.65,1.97,2.68,4.44,1.02,2.24,7.16,2.68,3.96,31.3,94.2
1281,spoiled,5.000637268,4.67,1.94,2.67,4.48,1.01,2.27,6.34,2.63,3.92,31.4,94.3
1282,spoiled,5.000637268,4.61,1.98,2.65,4.5,1,2.28,6.29,2.65,3.9,31.4,94.3
1283,spoiled,5.000637268,4.65,1.97,2.68,4.54,1,2.27,7.22,2.67,4.01,31.3,94.2
1284,spoiled,5.000637268,4.67,2,2.67,4.5,1.02,2.28,6.91,2.7,4.03,31.3,94.3
1285,spoiled,5.000637268,4.69,1.98,2.65,4.56,1,2.31,7.11,2.73,3.94,31.4,94.3
1286,spoiled,5.000637268,4.73,1.97,2.68,4.58,1,2.31,6.49,2.71,4.09,31.4,94.4
1287,spoiled,5.000637268,4.82,1.98,2.68,4.54,1.02,2.33,6.91,2.77,4.11,31.3,94.3
1288,spoiled,5.000637268,4.82,2,2.68,4.56,1.02,2.34,6.17,2.81,4.19,31.3,94.4
1289,spoiled,5.000637268,4.8,1.98,2.65,4.56,0.99,2.34,7.11,2.77,4.13,31.3,94.4
1290,spoiled,5.000637268,4.84,1.98,2.67,4.54,1.02,2.33,6.49,2.82,4.03,31.3,94.4
1291,spoiled,5.000637268,4.84,1.98,2.67,4.56,0.99,2.35,6.7,2.81,4.07,31.3,94.4
1292,spoiled,5.000637268,4.86,1.97,2.68,4.6,1,2.34,6.39,2.82,4.19,31.3,94.4
1293,spoiled,5.000637268,4.88,2.01,2.67,4.56,1.01,2.35,7,2.84,4.13,31.3,94.4
1294,spoiled,5.000637268,4.88,1.98,2.67,4.46,0.99,2.27,6.54,2.7,4.11,31.3,94.4
1295,spoiled,5.000637268,4.8,1.97,2.7,4.48,1.02,2.28,6.89,2.73,4.07,31.3,94.4
1296,spoiled,5.000637268,4.82,1.98,2.68,4.54,1,2.33,6.37,2.76,4.11,31.3,94.4
1297,spoiled,5.000637268,4.86,1.98,2.65,4.52,1.01,2.33,6.39,2.81,4.15,31.3,94.4
1298,spoiled,5.000637268,4.91,2,2.7,4.54,1.01,2.37,6.14,2.82,4.19,31.3,94.4
1299,spoiled,5.000637268,4.93,1.98,2.75,4.54,1.17,2.35,7.16,2.87,4.23,31.3,94.4
1300,spoiled,5.000637268,4.93,2,2.72,4.54,1.02,2.37,6.37,2.93,4.19,31.3,94.4
1301,spoiled,5.000637268,4.86,1.98,2.65,4.46,0.99,2.3,6.14,2.73,4.13,31.3,94.4
1302,spoiled,5.000637268,4.84,2.01,2.7,4.48,1.02,2.3,6.07,2.71,4.07,31.3,94.4
1303,spoiled,5.000637268,4.91,2,2.68,4.52,1.02,2.33,6.34,2.77,4.07,31.3,94.4
1304,spoiled,5.000637268,4.91,2.29,2.68,4.52,1.02,2.34,6.39,2.73,4.13,31.3,94.4
1305,spoiled,5.000637268,4.95,2,2.72,4.58,1,2.35,6.91,2.93,4.15,31.3,94.4
1306,spoiled,5.000637268,4.95,1.97,2.68,4.52,1.02,2.34,6.39,2.93,4.25,31.3,94.5
1307,spoiled,5.000637268,4.97,1.97,2.7,4.54,1.02,2.34,6.67,2.95,4.19,31.3,94.5
1308,spoiled,5.000637268,4.95,1.98,2.68,4.56,1,2.37,6.62,2.98,5.06,31.3,94.5
1309,spoiled,5.000637268,4.97,1.97,2.68,4.58,1,2.38,7.05,2.97,5.59,31.3,94.5
1310,spoiled,5.000637268,4.95,1.97,2.68,4.44,1.02,2.25,6.27,2.7,5.4,31.3,94.5
1311,spoiled,5.000637268,4.86,1.97,2.65,4.48,1,2.31,6.91,2.73,5.76,31.3,94.5
1312,spoiled,5.000637268,4.88,2,2.67,4.4,1,2.24,6.22,2.67,5.76,31.3,94.5
1313,spoiled,5.000637268,4.86,1.97,2.68,4.5,1.02,2.25,6.7,2.73,5.95,31.3,94.5
1314,spoiled,5.000637268,4.82,2.01,2.65,4.5,0.99,2.31,6.89,2.74,5.88,31.3,94.4
1315,spoiled,5.000637268,4.91,2,2.68,4.54,1.01,2.31,6.91,2.82,5.95,31.3,94.5
1316,spoiled,5.000637268,4.95,1.97,2.68,4.5,1.01,2.3,6.54,2.84,6.05,31.3,94.5
1317,spoiled,5.000637268,4.95,2.01,2.65,4.52,1.02,2.3,6.54,2.82,6.05,31.3,94.5
1318,spoiled,5.000637268,4.93,1.97,2.65,4.56,0.99,2.35,6.65,2.85,6.26,31.2,94.5
1319,spoiled,5.000637268,4.97,1.98,2.68,4.6,1,2.33,7,2.9,6.16,31.3,94.5
1320,spoiled,5.000637268,5.02,2.01,2.68,4.58,1.04,2.34,7.13,2.9,6.26,31.2,94.5
1321,spoiled,5.032700521,4.97,2,2.65,4.56,1,2.35,6.73,2.85,6.23,31.2,94.5
1322,spoiled,5.032700521,4.97,2,2.67,4.56,0.99,2.37,6.44,2.85,6.18,31.2,94.5
1323,spoiled,5.032700521,4.97,1.98,2.67,4.58,0.99,2.35,6.65,2.84,6.39,31.2,94.5
1324,spoiled,5.032700521,4.99,2,2.67,4.54,1.01,2.21,6.1,2.73,6.26,31.2,94.5
1325,spoiled,5.032700521,4.78,2.01,2.65,4.5,0.98,2.24,6.7,2.59,6.31,31.2,94.5
1326,spoiled,5.032700521,4.78,2.03,2.65,4.5,0.99,2.24,7.08,2.62,6.34,31.3,94.5
1327,spoiled,5.032700521,4.78,1.98,2.68,4.58,0.99,2.28,6.67,2.63,6.39,31.2,94.5
1328,spoiled,5.032700521,4.71,1.98,2.65,4.5,0.99,2.23,6.19,2.56,6.39,31.2,94.5
1329,spoiled,5.032700521,4.78,2,2.67,4.48,1.02,2.24,6.67,2.67,6.34,31.2,94.5
1330,spoiled,5.032700521,4.8,2.01,2.65,4.52,0.99,2.28,6.89,2.67,6.28,31.2,94.5
1331,spoiled,5.032700521,4.78,2.01,2.67,4.6,1.01,2.28,6.81,2.68,6.28,31.2,94.5
1332,spoiled,5.032700521,4.84,1.97,2.68,4.6,1.01,2.28,6.07,2.74,6.28,31.2,94.5
1333,spoiled,5.032700521,4.75,2,2.65,4.48,0.99,2.25,6.19,2.6,6.31,31.2,94.5
1334,spoiled,5.032700521,4.82,1.98,2.68,4.52,1.01,2.24,6.73,2.68,6.39,31.2,94.5
1335,spoiled,5.032700521,4.78,1.97,2.65,4.54,0.98,2.31,6.57,2.67,6.41,31.2,94.5
1336,spoiled,5.032700521,4.8,1.98,2.68,4.52,0.91,2.31,6.6,2.7,6.41,31.2,94.5
1337,spoiled,5.032700521,4.8,2.01,2.67,4.56,0.99,2.27,5.91,2.67,6.41,31.2,94.5
1338,spoiled,5.032700521,4.84,2.01,2.68,4.56,1,2.25,6.94,2.71,6.26,31.2,94.6
1339,spoiled,5.032700521,4.75,2.32,2.7,4.5,1.01,2.21,6.81,2.57,6.49,31.2,94.5
1340,spoiled,5.032700521,4.78,2.32,2.68,4.56,1,2.24,6.05,2.62,6.49,31.2,94.5
1341,spoiled,5.032700521,4.82,2.35,2.67,4.52,1.02,2.27,6.89,2.67,6.52,31.2,94.5
1342,spoiled,5.032700521,4.8,2.32,2.67,4.58,0.99,2.28,6.67,2.67,6.6,31.2,94.5
1343,spoiled,5.032700521,4.88,2.33,2.67,4.54,1.02,2.25,6.75,2.73,6.49,31.2,94.5
1344,spoiled,5.032700521,4.86,2.36,2.67,4.52,1.01,2.25,6.19,2.74,6.68,31.2,94.5
1345,spoiled,5.032700521,4.84,2.35,2.68,4.56,0.99,2.27,6.65,2.73,6.65,31.2,94.5
1346,spoiled,5.032700521,4.86,2.39,2.68,4.52,1.01,2.24,6.73,2.67,6.82,31.2,94.5
1347,spoiled,5.032700521,4.88,2.41,2.68,4.56,1.01,2.25,6.19,2.71,6.76,31.2,94.5
1348,spoiled,5.032700521,4.88,2.45,2.65,4.56,1.01,2.28,6.19,2.74,6.74,31.2,94.5
1349,spoiled,5.032700521,4.86,2.48,2.68,4.58,0.98,2.31,6.27,2.76,6.71,31.2,94.6
1350,spoiled,5.032700521,4.88,2.51,2.65,4.6,0.99,2.31,6.73,2.79,6.71,31.2,94.6
1351,spoiled,5.032700521,4.88,2.51,2.68,4.54,1,2.25,6.14,2.71,6.74,31.2,94.6
1352,spoiled,5.032700521,4.88,2.59,2.68,4.6,1.02,2.25,7.87,2.74,6.63,31.2,94.6
1353,spoiled,5.032700521,4.91,2.6,2.68,4.56,1.02,2.24,6.24,2.71,6.63,31.2,94.6
1354,spoiled,5.032700521,4.91,2.56,2.7,4.58,0.99,2.27,6.52,2.67,6.36,31.2,94.7
1355,spoiled,5.032700521,4.88,2.59,2.67,4.58,1,2.27,6.94,2.71,6.44,31.2,94.6
1356,spoiled,5.032700521,4.93,2.65,2.68,4.52,1.01,2.25,6.62,2.76,6.36,31.2,94.6
1357,spoiled,5.032700521,4.88,2.59,2.68,4.58,0.99,2.28,6.44,2.76,6.44,31.2,94.7
1358,spoiled,5.032700521,4.88,2.63,2.65,4.52,1.01,2.27,6.02,2.65,6.41,31.2,94.7
1359,spoiled,5.032700521,4.86,2.6,2.68,4.63,0.99,2.31,6.12,2.71,6.41,31.2,94.7
1360,spoiled,5.032700521,4.93,2.6,2.67,4.58,1.01,2.28,6.49,2.76,6.47,31.2,94.7
1361,spoiled,5.032700521,4.95,2.62,2.68,4.63,0.99,2.3,6.1,2.76,6.57,31.2,94.7
1362,spoiled,5.032700521,4.88,2.71,2.65,4.56,1,2.28,6.07,2.76,6.39,31.2,94.7
1363,spoiled,5.032700521,4.86,2.73,2.65,4.54,0.99,2.3,6.73,2.71,6.39,31.2,94.7
1364,spoiled,5.032700521,4.93,2.73,2.65,4.56,1.01,2.28,6.54,2.74,6.39,31.2,94.7
1365,spoiled,5.032700521,4.93,2.68,2.68,4.63,1,2.3,6.75,2.79,6.57,31.3,94.8
1366,spoiled,5.032700521,4.93,2.7,2.67,4.63,0.99,2.31,6,2.81,6.44,31.2,94.7
1367,spoiled,5.032700521,4.93,2.71,2.68,4.67,0.99,2.31,6.17,2.84,6.6,31.3,94.8
1368,spoiled,5.032700521,4.99,2.71,2.68,4.6,1.02,2.28,6.57,2.81,6.41,31.2,94.7
1369,spoiled,5.032700521,5.02,2.73,2.68,4.6,1.01,2.3,5.98,2.81,6.41,31.2,94.7
1370,spoiled,5.032700521,5.02,2.68,2.68,4.58,1.02,2.28,6.52,2.84,6.44,31.3,94.7
1371,spoiled,5.032700521,4.97,2.68,2.67,4.6,1.01,2.28,5.81,2.85,6.39,31.2,94.7
1372,spoiled,5.032700521,5.02,2.7,2.7,4.65,1,2.28,6.52,2.84,6.65,31.2,94.7
1373,spoiled,5.032700521,5.02,2.73,2.67,4.58,1.02,2.27,6.75,2.79,6.6,31.3,94.8
1374,spoiled,5.032700521,4.95,2.7,2.65,4.6,1,2.25,6.1,2.68,6.6,31.3,94.8
1375,spoiled,5.032700521,4.95,2.74,2.67,4.6,0.99,2.24,5.98,2.59,6.41,31.3,94.8
1376,spoiled,5.032700521,4.91,2.73,2.67,4.48,1.02,2.21,6.37,2.6,6.52,31.2,94.8
1377,spoiled,5.032700521,4.88,2.71,2.67,4.56,1.01,2.21,6.65,2.6,6.44,31.3,94.8
1378,spoiled,5.032700521,4.84,2.7,2.65,4.63,0.99,2.24,6.42,2.57,6.6,31.3,94.8
1379,spoiled,5.032700521,4.86,2.76,2.65,4.6,1,2.24,6.47,2.63,6.55,31.2,94.7
1380,spoiled,5.032700521,4.91,2.73,2.67,4.6,1.01,2.24,6.39,2.65,6.55,31.2,94.7
1381,spoiled,5.0683551,4.93,2.71,2.68,4.58,1,2.25,6.22,2.68,6.49,31.2,94.8
1382,spoiled,5.0683551,4.95,2.76,2.68,4.65,1,2.25,5.95,2.68,6.57,31.3,94.8
1383,spoiled,5.0683551,4.8,2.76,2.64,4.46,1.01,2.11,5.72,2.45,6.52,31.3,94.8
1384,spoiled,5.0683551,4.73,2.76,2.62,4.54,0.98,2.18,6.37,2.57,6.47,31.3,94.8
1385,spoiled,5.0683551,4.82,2.76,2.65,4.52,1.01,2.2,6.39,2.54,6.47,31.3,94.8
1386,spoiled,5.0683551,4.82,2.74,2.65,4.63,0.99,2.25,6.14,2.6,6.55,31.3,94.8
1387,spoiled,5.0683551,4.88,2.74,2.65,4.58,1.01,2.24,6.67,2.65,6.6,31.3,94.8
1388,spoiled,5.0683551,4.91,2.78,2.65,4.65,0.99,2.27,5.95,2.73,6.55,31.3,94.9
1389,spoiled,5.0683551,4.95,2.78,2.67,4.6,1.01,2.27,6.52,2.77,6.6,31.2,94.8
1390,spoiled,5.0683551,4.97,2.82,2.68,4.65,1,2.27,5.93,2.77,6.57,31.3,94.9
1391,spoiled,5.0683551,4.93,2.76,2.65,4.52,1.01,2.25,6.32,2.79,6.6,31.3,95
1392,spoiled,5.0683551,4.95,2.79,2.67,4.6,0.99,2.28,6.44,2.81,6.52,31.3,95
1393,spoiled,5.0683551,4.95,2.81,2.65,4.58,0.99,2.27,6.67,2.76,6.57,31.3,95
1394,spoiled,5.0683551,4.93,2.76,2.65,4.52,1.01,2.25,6.44,2.79,6.52,31.3,95
1395,spoiled,5.0683551,4.88,2.82,2.64,4.48,0.99,2.23,5.86,2.57,6.52,31.3,95
1396,spoiled,5.0683551,4.86,2.82,2.68,4.52,1,2.2,5.91,2.57,6.52,31.3,95
1397,spoiled,5.0683551,4.91,2.81,2.67,4.56,1.02,2.21,5.79,2.59,6.52,31.3,95
1398,spoiled,5.0683551,4.88,2.81,2.67,4.6,1.02,2.2,6.49,2.62,6.49,31.3,95
1399,spoiled,5.0683551,4.91,2.78,2.65,4.67,0.98,2.25,5.7,2.65,6.47,31.3,95
1400,spoiled,5.0683551,4.93,2.79,2.67,4.63,1,2.33,5.88,2.63,6.47,31.3,95.1
1401,spoiled,5.0683551,4.88,2.81,2.65,4.67,0.99,2.27,5.95,2.7,6.47,31.3,95.1
1402,spoiled,5.0683551,4.91,2.79,2.65,4.63,1.01,2.25,6.22,2.74,6.49,31.3,95.1
1403,spoiled,5.0683551,4.93,2.81,2.64,4.63,1.01,2.27,6.65,2.74,6.49,31.3,95.1
1404,spoiled,5.0683551,4.91,2.74,2.67,4.6,1.01,2.18,6.05,2.57,6.49,31.3,95.1
1405,spoiled,5.0683551,4.69,2.87,2.64,4.56,0.98,2.16,5.72,2.41,6.47,31.4,95.2
1406,spoiled,5.0683551,4.75,2.91,2.64,4.63,0.98,2.17,5.74,2.47,6.39,31.3,95.1
1407,spoiled,5.0683551,4.8,3.05,2.61,4.63,1,2.18,6.14,2.53,6.47,31.4,95.2
1408,spoiled,5.0683551,4.82,3.09,2.61,4.67,1.01,2.21,6.14,2.59,6.47,31.4,95.2
1409,spoiled,5.0683551,4.88,3.15,2.64,4.71,1.01,2.23,6.32,2.62,6.49,31.4,95.2
1410,spoiled,5.0683551,4.88,3.17,2.62,4.69,0.99,2.21,6.24,2.6,6.44,31.4,95.2
1411,spoiled,5.0683551,4.86,3.22,2.64,4.65,1.01,2.18,6.27,2.57,6.41,31.4,95.2
1412,spoiled,5.0683551,4.82,3.1,2.62,4.69,0.98,2.24,5.74,2.6,6.49,31.4,95.2
1413,spoiled,5.0683551,4.86,3.14,2.62,4.75,0.97,2.24,5.86,2.67,6.47,31.4,95.3
1414,spoiled,5.0683551,4.86,3.24,2.59,4.71,0.98,2.24,5.86,2.73,6.47,31.4,95.3
1415,spoiled,5.0683551,4.93,3.29,2.59,4.73,1.01,2.24,5.81,2.68,6.47,31.4,95.3
1416,spoiled,5.0683551,4.95,3.05,2.61,4.73,1.01,2.23,5.72,2.68,6.52,31.4,95.3
1417,spoiled,5.0683551,4.88,3.31,2.59,4.75,0.97,2.25,5.52,2.63,6.52,31.5,95.3
1418,spoiled,5.0683551,4.91,3.24,2.59,4.79,0.98,2.25,5.81,2.67,6.44,31.5,95.4
1419,spoiled,5.0683551,4.91,3.36,2.59,4.73,0.98,2.24,6.44,2.7,6.55,31.5,95.4
1420,spoiled,5.0683551,4.82,3.32,2.61,4.75,0.98,2.2,6.19,2.5,6.6,31.5,95.4
1421,spoiled,5.0683551,4.82,3.39,2.59,4.73,0.99,2.2,5.63,2.6,6.57,31.5,95.5
1422,spoiled,5.0683551,4.78,3.43,2.59,4.69,0.99,2.18,6.27,2.51,6.49,31.5,95.5
1423,spoiled,5.0683551,4.8,3.38,2.62,4.75,1,2.18,5.95,2.59,6.52,31.5,95.4
1424,spoiled,5.0683551,4.8,3.39,2.61,4.75,0.98,2.18,5.47,2.51,6.57,31.6,95.5
1425,spoiled,5.0683551,4.8,3.36,2.61,4.79,0.97,2.23,6.37,2.56,6.57,31.6,95.5
1426,spoiled,5.0683551,4.88,3.38,2.61,4.73,1.01,2.18,5.72,2.59,6.6,31.5,95.5
1427,spoiled,5.0683551,4.88,3.46,2.62,4.73,0.98,2.18,5.58,2.57,6.85,31.6,95.5
1428,spoiled,5.0683551,4.84,3.41,2.61,4.69,1.01,2.14,5.68,2.5,6.6,31.5,95.5
1429,spoiled,5.0683551,4.78,3.45,2.59,4.67,1.01,2.14,6.39,2.5,6.6,31.6,95.5
1430,spoiled,5.0683551,4.86,3.45,2.62,4.71,1,2.17,5.81,2.42,6.6,31.6,95.5
1431,spoiled,5.0683551,4.91,3.38,2.62,4.71,1,2.18,6.19,2.67,6.57,31.6,95.5
1432,spoiled,5.0683551,4.86,3.41,2.59,4.71,1.01,2.16,5.63,2.59,6.57,31.6,95.5
1433,spoiled,5.0683551,4.84,3.46,2.62,4.75,0.98,2.2,6.12,2.56,6.6,31.6,95.5
1434,spoiled,5.0683551,4.88,3.41,2.62,4.73,1.01,2.18,6.02,2.65,6.57,31.6,95.5
1435,spoiled,5.0683551,4.86,3.5,2.62,4.77,0.97,2.24,6.37,2.68,6.57,31.6,95.5
1436,spoiled,5.0683551,4.93,3.5,2.62,4.79,0.98,2.23,5.95,2.73,6.57,31.6,95.5
1437,spoiled,5.0683551,4.95,3.46,2.64,4.75,1.01,2.23,5.47,2.77,6.57,31.7,95.6
1438,spoiled,5.0683551,4.8,3.48,2.59,4.3,1.03,2.11,6.02,2.45,6.52,31.6,95.6
1439,spoiled,5.0683551,4.71,3.45,2.58,4.6,0.99,2.13,6.05,2.45,6.55,31.7,95.6
1440,spoiled,5.0683551,4.73,3.5,2.59,4.71,0.99,2.16,6.1,2.54,6.49,31.7,95.6
1441,spoiled,5.058017023,4.82,3.54,2.62,4.71,0.97,2.17,5.58,2.53,6.52,31.7,95.7
1442,spoiled,5.058017023,4.8,3.54,2.62,4.71,0.98,2.2,5.93,2.57,6.55,31.7,95.7
1443,spoiled,5.058017023,4.84,3.48,2.62,4.71,1,2.14,6.02,2.54,6.52,31.7,95.7
1444,spoiled,5.058017023,4.88,3.54,2.61,4.69,1,2.18,5.43,2.59,6.57,31.7,95.7
1445,spoiled,5.058017023,4.86,3.52,2.61,4.69,1.01,2.18,6.02,2.63,6.57,31.7,95.7
1446,spoiled,5.058017023,4.91,3.59,2.62,4.71,0.98,2.2,6.29,2.68,6.52,31.7,95.7
1447,spoiled,5.058017023,4.84,3.59,2.61,4.69,0.97,2.21,6.34,2.68,6.6,31.7,95.7
1448,spoiled,5.058017023,4.86,3.63,2.61,4.71,0.99,2.21,5.54,2.71,6.57,31.8,95.8
1449,spoiled,5.058017023,4.82,3.61,2.72,5.21,0.97,2.23,5.56,2.68,6.57,31.8,96
1450,spoiled,5.058017023,4.88,3.57,2.62,4.79,0.97,2.21,6.12,2.73,6.55,31.7,95.8
1451,spoiled,5.058017023,4.91,3.55,2.62,4.75,0.99,2.2,5.68,2.73,6.6,31.8,95.9
1452,spoiled,5.058017023,4.86,3.59,2.59,4.73,0.99,2.16,5.54,2.62,6.55,31.8,95.9
1453,spoiled,5.058017023,4.93,3.64,2.62,4.71,1,2.14,6,2.6,6.55,31.8,95.9
1454,spoiled,5.058017023,4.86,3.29,2.59,4.73,0.98,2.17,6.07,2.6,6.55,31.8,95.9
1455,spoiled,5.058017023,4.95,3.7,2.61,4.73,1,2.16,5.98,2.6,6.6,31.8,95.9
1456,spoiled,5.058017023,4.88,3.7,2.61,4.71,1.01,2.17,6.24,2.68,6.63,31.8,95.9
1457,spoiled,5.058017023,4.93,3.73,2.62,4.75,0.99,2.18,6.19,2.68,6.63,31.8,95.9
1458,spoiled,5.058017023,4.95,3.64,2.64,4.75,0.98,2.18,6.1,2.67,6.63,31.9,96
1459,spoiled,5.058017023,4.95,3.52,2.62,4.75,1,2.17,5.81,2.68,6.65,31.9,95.9
1460,spoiled,5.058017023,4.95,3.55,2.62,4.73,0.99,2.18,5.5,2.63,6.68,31.9,95.9
1461,spoiled,5.058017023,4.91,3.5,2.62,4.73,1.01,2.17,6.07,2.62,6.65,31.8,95.9
1462,spoiled,5.058017023,4.91,3.46,2.61,4.71,1.01,2.16,6,2.65,6.65,31.8,95.9
1463,spoiled,5.058017023,4.93,3.54,2.62,4.77,0.98,2.2,5.54,2.63,6.57,31.9,96
1464,spoiled,5.058017023,4.88,3.54,2.61,4.77,0.99,2.2,5.43,2.73,6.6,31.9,96
1465,spoiled,5.058017023,4.88,3.59,2.59,4.77,0.99,2.21,5.61,2.67,7.24,31.9,96
1466,spoiled,5.058017023,4.88,3.52,2.61,4.77,1.01,2.18,6.32,2.65,6.65,31.9,96.1
1467,spoiled,5.058017023,4.93,3.66,2.62,4.77,1.01,2.18,6.12,2.65,6.63,32,96.2
1468,spoiled,5.058017023,4.95,3.66,2.62,4.77,1.01,2.18,5.98,2.67,6.6,32,96.2
1469,spoiled,5.058017023,4.88,3.68,2.62,4.84,0.97,2.23,6.07,2.67,6.68,32,96.2
1470,spoiled,5.058017023,4.88,3.55,2.61,4.79,0.99,2.17,5.84,2.67,6.68,32,96.2
1471,spoiled,5.058017023,4.93,3.57,2.64,4.79,1.01,2.18,5.86,2.68,6.68,32,96.2
1472,spoiled,5.058017023,4.8,3.64,2.59,4.73,1.01,2.1,5.91,2.41,6.6,32,96.2
1473,spoiled,5.058017023,4.82,3.57,2.61,4.77,1,2.13,5.63,2.45,6.6,32,96.2
1474,spoiled,5.058017023,4.86,3.54,2.62,4.79,1,2.13,6.19,2.51,6.68,32,96.2
1475,spoiled,5.058017023,4.82,3.57,2.59,4.77,1.02,2.13,6.32,2.56,6.68,32,96.2
1476,spoiled,5.058017023,4.91,3.39,2.65,4.81,0.99,2.17,5.72,2.6,6.87,32,96.2
1477,spoiled,5.058017023,4.93,3.52,2.64,4.81,1,2.14,5.88,2.62,6.74,32,96.2
1478,spoiled,5.058017023,4.88,3.57,2.64,4.84,0.97,2.2,5.58,2.65,6.65,32.1,96.3
1479,spoiled,5.058017023,4.93,3.55,2.64,4.79,0.98,2.16,6.22,2.63,6.71,32.1,96.2
1480,spoiled,5.058017023,4.91,3.55,2.62,4.73,1,2.14,5.68,2.62,6.74,32.1,96.4
1481,spoiled,5.058017023,4.86,3.61,2.62,4.79,0.97,2.16,5.58,2.67,6.68,32,96.4
1482,spoiled,5.058017023,4.95,3.61,2.61,4.77,1,2.14,6,2.65,6.68,32.1,96.4
1483,spoiled,5.058017023,4.86,3.59,2.62,4.71,0.99,2.06,5.91,2.39,6.63,32.1,96.5
1484,spoiled,5.058017023,4.78,3.52,2.61,4.69,1,2.09,6.24,2.45,6.65,32.1,96.5
1485,spoiled,5.058017023,4.82,3.54,2.62,4.75,0.97,2.14,6.05,2.53,6.6,32.1,96.7
1486,spoiled,5.058017023,4.82,3.55,2.61,4.73,0.99,2.16,6.17,2.56,6.68,32.1,96.8
1487,spoiled,5.058017023,4.91,3.34,2.62,4.84,0.98,2.17,5.7,2.6,6.87,32.1,96.9
1488,spoiled,5.058017023,4.86,3.52,2.61,4.81,1.01,2.14,6,2.62,6.65,32.1,96.9
1489,spoiled,5.058017023,4.95,3.57,2.62,4.84,0.99,2.2,5.52,2.67,6.57,32.2,97
1490,spoiled,5.058017023,4.97,3.55,2.64,4.88,0.98,2.21,5.74,2.73,6.6,32.2,97
1491,spoiled,5.058017023,4.97,3.55,2.64,4.88,0.99,2.21,5.61,2.77,6.6,32.2,97
1492,spoiled,5.058017023,4.93,3.52,2.61,4.88,0.99,2.18,5.47,2.76,6.68,32.2,97
1493,spoiled,5.058017023,5.02,3.5,2.62,4.86,1,2.18,5.58,2.74,6.65,32.2,97.1
1494,spoiled,5.058017023,4.99,3.52,2.61,4.86,1.01,2.17,5.86,2.81,6.65,32.2,97.1
1495,spoiled,5.058017023,5.02,3.5,2.64,4.81,0.99,2.16,6,2.74,6.63,32.2,97.2
1496,spoiled,5.058017023,4.97,3.52,2.61,4.81,1.01,2.17,5.79,2.71,6.65,32.3,97.2
1497,spoiled,5.058017023,4.97,3.52,2.61,4.84,0.99,2.17,5.91,2.71,6.68,32.2,97.2
1498,spoiled,5.058017023,4.97,3.79,2.62,4.86,0.98,2.18,5.88,2.68,6.93,32.3,97.3
1499,spoiled,5.058017023,4.95,3.5,2.61,4.86,0.98,2.16,5.93,2.68,6.74,32.3,97.3
1500,spoiled,5.058017023,4.95,3.54,2.61,4.81,1.01,2.16,5.68,2.62,6.71,32.3,97.2
1501,spoiled,5.042272884,4.91,3.55,2.61,4.86,1.01,2.17,6.34,2.68,6.71,32.3,97.3
1502,spoiled,5.042272884,4.91,3.52,2.62,4.86,1,2.14,5.84,2.57,6.79,32.3,97.3
1503,spoiled,5.042272884,4.91,3.57,2.62,4.88,0.97,2.17,6.32,2.51,6.71,32.3,97.3
1504,spoiled,5.042272884,4.88,3.54,2.61,4.86,0.99,2.16,5.84,2.57,6.76,32.3,97.3
1505,spoiled,5.042272884,4.95,3.55,2.62,4.9,1,2.16,6.22,2.6,6.74,32.3,97.2
1506,spoiled,5.042272884,4.88,3.57,2.62,4.92,0.98,2.16,5.95,2.62,6.74,32.3,97.2
1507,spoiled,5.042272884,4.95,3.55,2.61,4.88,0.99,2.17,5.39,2.6,6.71,32.3,97.2
1508,spoiled,5.042272884,4.91,3.59,2.61,4.86,1.01,2.16,5.54,2.65,6.74,32.3,97.2
1509,spoiled,5.042272884,4.93,3.54,2.62,4.81,1.01,2.11,5.65,2.62,6.74,32.3,97.2
1510,spoiled,5.042272884,4.91,3.55,2.61,4.84,1.01,2.13,5.34,2.63,6.74,32.4,97.2
1511,spoiled,5.042272884,4.97,3.52,2.64,4.84,1.01,2.11,5.54,2.62,6.65,32.3,97.2
1512,spoiled,5.042272884,4.91,3.52,2.61,4.84,1.01,2.11,5.93,2.62,6.68,32.4,97.2
1513,spoiled,5.042272884,4.91,3.55,2.61,4.88,1.01,2.13,5.79,2.6,6.74,32.4,97.2
1514,spoiled,5.042272884,4.91,3.52,2.61,4.88,1.01,2.14,5.52,2.65,6.68,32.4,97.2
1515,spoiled,5.042272884,4.91,3.55,2.61,4.88,0.99,2.16,5.79,2.67,6.74,32.4,97.2
1516,spoiled,5.042272884,4.93,3.54,2.62,4.9,0.97,2.17,5.7,2.65,6.71,32.4,97.2
1517,spoiled,5.042272884,4.93,3.59,2.62,4.9,0.98,2.17,6.17,2.62,6.71,32.4,97.2
1518,spoiled,5.042272884,4.93,3.52,2.61,4.86,0.99,2.13,5.98,2.65,6.71,32.4,97.2
1519,spoiled,5.042272884,4.91,3.57,2.62,4.92,0.97,2.17,5.54,2.6,6.65,32.4,97.2
1520,spoiled,5.042272884,4.93,3.55,2.64,4.94,0.97,2.17,5.98,2.62,6.63,32.4,97.2
