minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Temperature,Humidity
519,good,3.379799962,7.75,2.79,3.28,9.67,16.81,12.4,19.8,29.15,6.05,37,64.6
520,good,3.379799962,7.72,2.82,3.28,9.63,16.15,12.4,22.1,29.46,6.87,37,63.6
521,good,3.379799962,7.78,2.81,3.36,9.67,17.03,12.21,20.09,29.3,6,36.9,64.3
522,good,3.379799962,7.81,2.78,3.28,9.63,17.03,12.11,22.33,29.3,6.08,36.9,63.4
523,good,3.379799962,7.72,2.79,3.24,9.55,16.51,11.82,22.22,29.46,6.93,36.9,64.6
524,good,3.379799962,7.78,2.78,3.26,9.55,16.66,12.06,18.6,29.3,6.9,36.9,65.4
525,good,3.379799962,7.75,2.76,3.26,9.59,16.59,12.01,20.91,29.3,6.9,36.8,66.4
526,good,3.379799962,7.69,2.74,3.28,9.48,16.73,11.82,17.75,31.92,7.04,36.8,66
527,good,3.379799962,7.75,2.74,3.26,9.55,16.66,12.35,16.95,29.46,6.99,36.8,66.7
528,good,3.379799962,7.72,2.74,3.22,9.44,16.73,11.73,20.09,29.3,6.47,36.8,66.5
529,good,3.379799962,7.6,2.79,3.19,9.48,16.66,11.37,17.5,29.15,6.71,36.7,66.7
530,good,3.379799962,7.63,2.76,3.19,9.41,16.37,11.41,17.18,29.15,6.28,36.7,67.9
531,good,3.379799962,7.69,2.76,3.21,9.52,16.22,11.41,18.96,29.61,6.74,36.7,67.9
532,good,3.379799962,7.66,2.76,3.22,9.44,16.3,11.28,19.33,31.06,6.82,36.7,68.3
533,good,3.379799962,7.6,2.78,3.21,9.44,16.3,11.19,20.6,29,6.74,36.6,67.9
534,good,3.379799962,7.69,2.79,3.26,9.41,16.15,11.06,16.95,29.46,6.52,36.6,67.5
535,good,3.379799962,7.63,2.76,3.31,9.44,16.44,11.01,16.42,29.3,6.31,36.5,67.9
536,good,3.379799962,7.66,2.79,3.33,9.52,16.44,10.97,16.12,32.45,6.36,36.4,68.1
537,good,3.379799962,7.57,2.79,3.31,9.48,16.88,11.15,20,29,6.65,36.4,68
538,good,3.379799962,7.63,2.79,3.29,9.44,16.59,10.89,16.79,29.46,6.36,36.4,69
539,good,3.379799962,7.54,2.79,3.22,9.37,16.81,10.63,19.8,29.61,6.68,36.3,68.7
540,good,3.379799962,7.57,2.78,3.24,9.44,17.42,10.43,19.42,29.46,6.23,36.3,68.7
541,good,3.434952226,7.54,2.73,3.17,9.37,16.3,10.43,18.43,29.15,6.47,36.3,69
542,good,3.434952226,7.6,2.73,3.22,9.41,16.3,10.47,16.64,29.77,7.07,36.2,69
543,good,3.434952226,7.57,2.73,3.24,9.44,16.51,10.39,20.39,29.46,5.88,36.2,68.9
544,good,3.434952226,7.6,2.79,3.22,9.33,16.59,10.59,16.34,28.55,6.41,36.2,69.7
545,good,3.434952226,7.6,2.73,3.22,9.33,16.66,10.18,17.42,29,6.52,36.1,70.1
546,good,3.434952226,7.54,2.76,3.19,9.33,16.3,10.06,19.05,29,7.01,36,69.7
547,good,3.434952226,7.48,2.76,3.21,9.44,16.37,10.14,15.77,29.3,6.9,36,70.2
548,good,3.434952226,7.48,2.73,3.16,9.33,16.44,9.91,17.83,29.46,6.96,36,69.9
549,good,3.434952226,7.48,2.74,3.17,9.41,16.81,9.91,16.05,29.3,6.87,36,70.7
550,good,3.434952226,7.54,2.76,3.19,9.33,16.44,9.83,18.6,28.26,6.9,35.9,71.5
551,good,3.434952226,7.45,2.71,3.16,9.26,17.57,9.68,18.43,29.15,6.79,35.9,71.1
552,good,3.434952226,7.45,2.74,3.19,9.33,16.3,9.68,17.18,29,6.82,35.9,72.1
553,good,3.434952226,7.42,2.73,3.22,9.22,17.03,9.57,15.35,29.3,6.71,35.8,72.3
554,good,3.434952226,7.36,2.76,3.14,9.26,16.08,9.53,15.42,29.15,6.68,35.8,72.8
555,good,3.434952226,7.39,2.76,3.14,9.41,16.08,9.42,18.43,28.7,6.44,35.8,73.3
556,good,3.434952226,7.42,2.76,3.12,9.33,16.51,9.02,17.5,29.3,7.04,35.7,70.9
557,good,3.434952226,7.39,2.76,3.11,9.33,16.15,9.16,17.18,29.15,6.96,35.7,70.9
558,good,3.434952226,7.42,2.71,3.14,9.33,16.15,8.92,17.67,29,6.63,35.7,70.9
559,good,3.434952226,7.39,2.76,3.12,9.26,16.37,8.85,14.89,28.85,6.9,35.6,70.7
560,good,3.434952226,7.48,2.73,3.14,9.26,16.08,8.99,17.5,28.41,6.99,35.6,71
561,good,3.434952226,7.45,2.73,3.14,9.22,16.15,9.02,14.7,29.77,7.1,35.6,71.9
562,good,3.434952226,7.36,2.76,3.12,9.26,16.01,8.99,16.2,27.41,6.93,35.6,72.8
563,good,3.434952226,7.36,2.71,3.11,9.19,16.51,9.27,16.72,29,6.85,35.5,72.3
564,good,3.434952226,7.45,2.74,3.02,9.19,15.94,8.85,16.34,28.7,6.96,35.5,72.4
565,good,3.434952226,7.48,2.7,3.12,9.19,15.74,8.67,14.57,28.7,6.85,35.5,72.9
566,good,3.434952226,7.42,2.73,3.09,9.12,15.94,8.54,15.84,28.85,6.99,35.4,72.9
567,good,3.434952226,7.36,2.7,3.11,9.19,15.74,8.41,14.02,28.41,6.99,35.5,73.1
568,good,3.434952226,7.39,2.74,3.11,9.19,15.87,8.31,14.38,28.55,6.87,35.4,73.9
569,good,3.434952226,7.39,2.73,3.12,9.19,15.87,8.51,14.57,28.55,6.99,35.4,73.7
570,good,3.434952226,7.36,2.71,3.09,9.08,15.94,8.41,15.56,28.26,6.99,35.4,74.5
571,good,3.434952226,7.39,2.7,3.09,9.08,15.94,8.41,14.26,28.12,6.68,35.4,74.3
572,good,3.434952226,7.3,2.71,3.07,9.12,15.6,8.15,15.98,28.85,6.82,35.3,74.5
573,good,3.434952226,7.33,2.71,3.07,9.08,15.53,8.11,15.63,29.15,6.99,35.3,75.2
574,good,3.434952226,7.39,2.71,3.06,9.04,15.87,8.15,14.51,29,6.87,35.3,73.6
575,good,3.434952226,7.36,2.73,3.06,9.12,15.01,7.74,16.34,28.7,6.85,35.3,74.6
576,good,3.434952226,7.39,2.71,3.06,8.9,15.74,7.74,15.29,29.15,6.9,35.3,74.6
577,good,3.434952226,7.3,2.71,3.02,8.97,16.81,7.71,15.91,29,6.82,35.3,74.1
578,good,3.434952226,7.27,2.68,3.04,8.94,15.87,7.74,14.51,28.26,6.9,35.2,74.9
579,good,3.434952226,7.27,2.68,3.04,9.04,15.74,7.86,13.6,31.57,6.41,35.2,75.5
580,good,3.434952226,7.33,2.71,3.06,8.97,15.6,7.74,15.98,28.7,6.85,35.2,75.5
581,good,3.434952226,7.33,2.7,3.04,8.9,15.67,7.68,13.6,29.15,6.85,35.1,75.8
582,good,3.434952226,7.33,2.7,3.06,8.9,15.53,7.68,13.84,27.41,6.68,35.2,76.4
583,good,3.434952226,7.27,2.7,3.04,8.97,15.2,7.86,15.49,28.41,6.65,35.1,76.7
584,good,3.434952226,7.33,2.7,3.06,8.94,15.74,7.77,13.26,28.12,6.9,35.1,77
585,good,3.434952226,7.33,2.68,3.06,8.9,15.27,7.83,15.15,28.12,6.9,35.1,77.1
586,good,3.434952226,7.27,2.71,3.02,8.94,14.51,7.77,13.66,28.12,6.93,35.1,77.4
587,good,3.434952226,7.3,2.39,2.97,8.87,15.2,7.74,15.56,28.26,6.87,35.1,77.3
588,good,3.434952226,7.24,2.73,3.01,8.87,14.76,7.68,13.54,28.12,6.87,35,77.2
589,good,3.434952226,7.19,2.73,2.99,8.83,15.01,7.56,14.83,28.41,6.9,35,77.6
590,good,3.434952226,7.27,2.67,3.02,9.37,15.67,7.59,15.29,28.55,6.82,35,77.8
591,good,3.434952226,7.19,2.73,3.02,8.77,15.27,7.65,15.98,28.41,6.99,35,78.1
592,good,3.434952226,7.13,2.71,3.01,8.83,15.14,7.56,14.51,25.95,6.82,35,78.5
593,good,3.434952226,7.16,2.68,3.01,8.83,14.82,7.5,13.26,28.7,6.63,35,78.7
594,good,3.434952226,7.13,2.73,2.97,8.83,15.07,7.53,15.22,28.26,6.9,35,77.8
595,good,3.434952226,7.16,2.7,3.01,8.8,15.14,7.44,13.15,28.12,6.93,34.9,78.2
596,good,3.434952226,7.19,2.67,3.02,8.77,15.67,7.44,15.56,28.7,6.85,34.9,78.1
597,good,3.434952226,7.13,2.71,3.06,8.8,14.2,7.29,14.83,28.12,6.9,34.9,77.9
598,good,3.434952226,7.1,2.71,2.97,8.8,14.57,7.29,15.56,27.83,6.9,34.9,76.6
599,good,3.434952226,7.19,2.71,3.02,8.8,14.95,7.23,14.2,27.83,6.87,34.9,76.3
600,good,3.434952226,7.16,2.68,2.99,8.77,14.76,7.21,15.15,27.55,6.82,34.9,75.7
601,good,3.479375062,7.1,2.7,2.97,8.73,14.82,7.15,15.02,27.55,6.79,34.9,77
602,good,3.479375062,7.1,2.65,2.97,8.8,14.88,7.15,15.84,27.55,6.63,34.8,77.8
603,good,3.479375062,7.16,2.68,2.99,8.73,14.82,7.12,15.09,28.12,6.9,34.9,76.2
604,good,3.479375062,7.13,2.67,2.99,8.6,14.76,7.04,13.09,27.83,6.99,34.8,77.1
605,good,3.479375062,7.07,2.65,2.94,8.63,14.69,7.01,13.9,27.69,6.74,34.8,78
606,good,3.479375062,7.13,2.68,2.99,8.66,14.57,6.9,15.42,27.69,6.63,34.8,78
607,good,3.479375062,7.04,2.67,2.97,8.7,14.45,6.9,15.09,27.27,6.82,34.8,76.4
608,good,3.479375062,7.04,2.68,2.99,8.63,14.45,6.87,15.77,27.55,6.74,34.8,77.8
609,good,3.479375062,6.99,2.7,2.94,8.6,14.26,6.7,12.99,27.41,6.79,34.8,78.3
610,good,3.479375062,7.01,2.65,2.96,8.66,14.14,6.68,14.76,25.95,6.93,34.8,77.3
611,good,3.479375062,6.96,2.7,2.94,8.53,14.82,6.73,12.61,27.55,6.82,34.8,77.8
612,good,3.479375062,6.96,2.65,2.94,8.49,14.57,6.65,12.72,26.47,6.76,34.8,78.2
613,good,3.479375062,6.93,2.7,2.94,8.56,14.26,6.65,14.26,27.27,6.79,34.8,79
614,good,3.479375062,7.01,2.65,2.96,8.49,14.32,6.54,15.02,27.55,6.65,34.7,78.9
615,good,3.479375062,7.01,2.65,2.92,8.49,14.63,6.54,12.56,29.15,6.79,34.8,79.2
616,good,3.479375062,6.9,2.68,2.94,8.56,14.2,6.49,12.45,27,6.87,34.7,78.7
617,good,3.479375062,6.9,2.7,2.94,8.53,13.91,6.33,12.1,26.2,6.63,34.7,79.6
618,good,3.479375062,6.87,2.7,2.94,8.49,14.14,6.26,12.2,26.73,6.76,34.7,79.7
619,good,3.479375062,6.93,2.63,2.92,8.43,13.97,6.33,13.72,26.73,6.85,34.7,79.9
620,good,3.479375062,6.93,2.63,2.96,8.56,13.91,6.26,14.02,26.73,6.9,34.7,80
621,good,3.479375062,6.96,2.63,2.92,8.49,14.03,6.23,14.89,26.86,6.79,34.7,79.9
622,good,3.479375062,6.87,2.68,2.92,8.53,14.03,6.23,13.54,27.27,6.9,34.7,78
623,good,3.479375062,6.93,2.65,2.94,8.43,14.2,6.21,12.3,26.86,6.76,34.7,78.4
624,good,3.479375062,6.85,2.67,2.92,8.46,13.85,6.13,15.02,26.73,6.49,34.7,79.5
625,good,3.479375062,6.85,2.67,2.91,8.36,13.74,6.11,13.54,27.14,6.65,34.7,79.6
626,good,3.479375062,6.79,2.65,2.91,8.43,13.91,6.11,13.72,26.6,6.93,34.7,80.2
627,good,3.479375062,6.87,2.67,2.94,8.36,14.09,6.11,14.57,26.6,6.93,34.6,80.5
628,good,3.479375062,6.85,2.63,2.92,8.43,13.85,6.06,11.71,26.47,6.87,34.6,80.7
629,good,3.479375062,6.79,2.65,2.91,8.39,14.03,6.11,13.49,27.14,6.82,34.6,80.3
630,good,3.479375062,6.87,2.62,2.92,8.33,13.91,5.91,12.51,26.6,6.76,34.6,80.5
631,good,3.479375062,6.87,2.65,2.91,8.3,14.14,5.86,11.71,26.33,6.71,34.6,80.9
632,good,3.479375062,6.79,2.67,2.96,8.36,13.74,5.86,13.43,26.33,6.85,34.6,80.9
633,good,3.479375062,6.79,2.62,2.89,8.26,13.91,5.96,11.61,26.33,6.82,34.6,81.1
634,good,3.479375062,6.76,2.67,2.89,8.36,13.74,5.79,14.02,26.07,6.74,34.6,81.1
635,good,3.479375062,6.76,2.62,2.89,8.3,13.68,5.71,11.85,26.2,6.65,34.6,81.5
636,good,3.479375062,6.85,2.62,2.92,8.33,13.68,5.74,11.42,26.47,7.13,34.6,79.5
637,good,3.479375062,6.82,2.65,2.89,8.3,13.85,5.69,12.3,26.47,6.34,34.5,79.6
638,good,3.479375062,6.82,2.6,2.89,8.26,13.68,5.69,12.2,25.95,6.36,34.5,80.2
639,good,3.479375062,6.76,2.62,2.89,8.3,13.62,5.69,11.47,25.82,6.6,34.5,79.7
640,good,3.479375062,6.74,2.59,2.89,8.2,13.97,5.64,12.99,26.2,6.82,34.5,80.5
641,good,3.479375062,6.76,2.57,2.89,8.2,13.51,5.53,12.88,25.69,6.87,34.5,81
642,good,3.479375062,6.79,2.6,2.91,8.26,13.68,5.62,11.38,26.07,6.36,34.5,81
643,good,3.479375062,6.71,2.62,2.86,8.26,13.68,5.55,12.45,25.82,6.82,34.5,81.3
644,good,3.479375062,6.71,2.59,2.88,8.2,13.68,5.48,11.24,25.69,6.87,34.5,80.8
645,good,3.479375062,6.76,2.59,2.89,8.2,13.68,5.46,13.26,26.6,6.65,34.5,80.5
646,good,3.479375062,6.71,2.6,2.88,8.2,14.14,5.57,14.76,25.57,6.63,34.5,81.2
647,good,3.479375062,6.68,2.59,2.86,8.1,13.68,5.43,12,25.44,6.74,34.5,81.5
648,good,3.479375062,6.71,2.59,2.88,8.13,13.62,5.34,11.42,25.44,6.76,34.5,81.9
649,good,3.479375062,6.68,2.56,2.86,8.13,13.57,5.43,11.15,25.69,6.63,34.4,80.5
650,good,3.479375062,6.71,2.56,2.84,8.13,13.85,5.37,13.26,25.57,6.76,34.5,80.4
651,good,3.479375062,6.68,2.59,2.84,7.79,13.4,5.46,11.95,25.57,6.63,34.4,79.5
652,good,3.479375062,6.71,2.57,2.89,8.1,13.29,5.21,13.15,25.57,5.69,34.4,80.5
653,good,3.479375062,6.74,2.6,2.89,8.1,13.29,5.23,11.38,25.2,6.57,34.4,81
654,good,3.479375062,6.65,2.57,2.86,8.04,13.12,5.16,12.35,26.07,6.26,34.4,81
655,good,3.479375062,6.65,2.57,2.86,7.98,13.34,5.08,10.93,25.57,5.66,34.4,81.4
656,good,3.479375062,6.68,2.57,2.88,7.98,12.75,5.16,10.58,25.2,5.57,34.4,81.7
657,good,3.479375062,6.63,2.57,2.86,7.94,13.02,5.03,11.06,25.32,5.54,34.4,82.1
658,good,3.479375062,6.63,2.6,2.91,8.01,12.34,4.97,12.82,25.07,5.47,34.4,82.4
659,good,3.479375062,6.68,2.56,2.88,7.94,13.34,4.9,12.56,25.07,5.57,34.4,82.5
660,good,3.479375062,6.63,2.59,2.88,8.01,12.54,4.95,11.01,24.71,5.57,34.4,82.2
661,good,3.584915728,6.57,2.6,2.92,8.04,12.39,4.9,12.05,24.59,5.52,34.4,82.5
662,good,3.584915728,6.65,2.57,2.86,8.01,12.49,4.9,12.51,24.59,5.52,34.4,82.4
663,good,3.584915728,6.57,2.6,2.84,7.98,12.65,4.88,11.61,24.71,5.47,34.3,82
664,good,3.584915728,6.63,2.56,2.84,7.88,12.24,4.82,10.41,24.71,5.38,34.3,82.5
665,good,3.584915728,6.6,2.6,2.84,7.94,12.24,4.71,12.66,24.48,5.54,34.3,82.6
666,good,3.584915728,6.55,2.54,2.8,7.85,12.09,4.57,11.56,24.36,5.36,34.3,82.8
667,good,3.584915728,6.55,2.54,2.83,7.85,12.09,4.57,12.1,23.9,5.43,34.3,83.1
668,good,3.584915728,6.57,2.53,2.83,7.88,12.24,4.59,11.38,23.67,5.36,34.3,83.2
669,good,3.584915728,6.49,2.57,2.84,7.82,12.14,4.59,11.61,23.45,5.33,34.3,83.4
670,good,3.584915728,6.49,2.53,2.83,7.85,12.49,4.57,11.19,23.56,5.43,34.3,83.8
671,good,3.584915728,6.52,2.56,2.83,7.85,12.14,4.55,11.61,23.34,5.4,34.3,84
672,good,3.584915728,6.47,2.53,2.8,7.76,12.39,4.47,11.61,23.56,5.4,34.3,84.1
673,good,3.584915728,6.47,2.51,2.78,7.73,12.24,4.47,12.2,23.23,5.38,34.3,84.4
674,good,3.584915728,6.49,2.54,2.81,7.73,12.44,4.45,10.45,23.12,5.36,34.3,84.3
675,good,3.584915728,6.47,2.51,2.84,7.73,12.19,4.41,11.8,22.28,5.4,34.3,84.5
676,good,3.584915728,6.49,2.54,2.83,7.7,12.7,4.33,11.42,22.69,5.45,34.3,84.9
677,good,3.584915728,6.47,2.59,2.84,7.76,12.34,4.35,12.05,22.28,5.43,34.3,84.8
678,good,3.584915728,6.49,2.56,2.83,7.76,12.19,4.29,10.2,22.69,5.33,34.3,84.5
679,good,3.584915728,6.47,2.57,2.83,7.79,12.19,4.27,10.2,22.8,5.52,34.3,83.3
680,good,3.584915728,6.49,2.57,2.81,7.76,12.19,4.35,10.08,22.48,5.52,34.2,83.6
681,good,3.584915728,6.44,2.53,2.81,7.73,12.19,4.33,10.16,22.8,5.45,34.2,83.8
682,good,3.584915728,6.47,2.56,2.8,7.7,12.49,4.31,10.25,22.69,5.47,34.2,84.1
683,good,3.584915728,6.41,2.56,2.78,7.67,12.44,4.31,9.85,23.9,5.45,34.2,84.4
684,good,3.584915728,6.41,2.56,2.78,7.67,11.95,4.29,11.47,22.69,5.36,34.2,84.6
685,good,3.584915728,6.39,2.54,2.81,7.7,11.47,4.15,9.96,22.48,5.5,34.2,84.8
686,good,3.584915728,6.36,2.54,2.76,7.73,11.9,4.15,11.38,21.38,6.31,34.2,84.5
687,good,3.584915728,6.44,2.51,2.76,7.67,12.39,4.21,11.33,22.07,5.29,34.2,82.3
688,good,3.584915728,6.41,2.54,2.78,7.67,12.04,4.17,10,21.77,5.4,34.2,82.8
689,good,3.584915728,6.39,2.54,2.76,7.61,12.09,4.13,11.38,23.23,5.38,34.2,83.6
690,good,3.584915728,6.36,2.51,2.78,7.61,12.24,4.12,11.56,21.87,5.24,34.2,83.5
691,good,3.584915728,6.44,2.56,2.78,7.58,12.14,4.12,9.81,23.67,5.27,34.2,84
692,good,3.584915728,6.36,2.51,2.78,7.61,12.14,4.1,10.08,21.77,5.43,34.2,84
693,good,3.584915728,6.39,2.51,2.8,7.54,12.24,4.1,9.88,21.57,5.4,34.2,84.3
694,good,3.584915728,6.41,2.5,2.8,7.49,11.75,3.95,10.2,21.67,5.31,34.2,84.6
695,good,3.584915728,6.39,2.54,2.78,7.49,11.71,3.96,10.62,21.47,5.33,34.2,85
696,good,3.584915728,6.36,2.53,2.76,7.49,11.71,3.95,11.38,21.09,5.33,34.2,85
697,good,3.584915728,6.33,2.48,2.75,7.46,11.71,3.95,9.77,20.71,5.13,34.1,84.9
698,good,3.584915728,6.36,2.48,2.76,7.46,11.57,3.93,9.65,20.52,5.22,34.2,85.3
699,good,3.584915728,6.33,2.54,2.76,7.4,11.85,3.91,10.79,20.34,5.24,34.1,85.1
700,good,3.584915728,6.28,2.54,2.75,7.37,12.19,3.85,9.69,20.62,5.24,34.1,85.3
701,good,3.584915728,6.31,2.5,2.75,7.43,11.66,3.85,11.38,21.67,5.31,34.1,85.7
702,good,3.584915728,6.31,2.51,2.75,7.43,11.61,3.87,11.24,20.07,5.36,34.1,85.7
703,good,3.584915728,6.28,2.48,2.7,7.34,11.57,3.82,10.97,20.25,5.17,34.1,85.8
704,good,3.584915728,6.31,2.51,2.72,7.4,11.71,3.84,10.49,19.81,5.31,34.1,85.8
705,good,3.584915728,6.23,2.51,2.72,7.43,12.7,3.82,11.38,19.89,5.22,34.1,85.9
706,good,3.584915728,6.26,2.51,2.88,7.4,11.8,3.82,10.16,19.72,5.27,34.1,85.5
707,good,3.584915728,6.23,2.48,2.86,7.28,12.04,3.78,10.49,19.81,5.24,34.1,85.2
708,good,3.584915728,6.23,2.48,2.84,7.4,11.66,3.73,9.61,19.37,5.24,34.1,85.7
709,good,3.584915728,6.23,2.47,2.88,7.4,11.66,3.73,9.17,20.25,5.17,34.1,83.9
710,good,3.584915728,6.21,2.59,2.84,7.37,11.57,3.67,9.39,20.8,5.31,34.1,84.2
711,good,3.584915728,6.23,2.47,2.86,7.28,11.8,3.67,11.15,18.71,5.17,34.1,84.5
712,good,3.584915728,6.23,2.45,2.88,7.31,11.34,3.69,9.46,19.21,5.29,34.1,85.1
713,good,3.584915728,6.18,2.5,2.84,7.34,11.75,3.65,10.84,18.47,5.29,34.1,85.5
714,good,3.584915728,6.26,2.47,2.88,7.31,11.66,3.67,9.5,18.63,5.09,34,85.6
715,good,3.584915728,6.21,2.51,2.88,7.25,11.66,3.6,9.65,18.63,5.17,34.1,85.4
716,good,3.584915728,6.1,2.48,2.84,7.22,11.47,3.53,9.39,18.07,5.15,34.1,85.6
717,good,3.584915728,6.08,2.45,2.88,7.25,11.61,3.58,9.43,17.62,5.17,34,85.6
718,good,3.584915728,6.1,2.45,2.86,7.28,11.75,3.6,9.54,18.63,5.13,34.1,86.1
719,good,3.584915728,6.1,2.48,2.84,7.22,11.75,3.64,8.95,17.25,5.2,34,86
720,good,3.584915728,6.13,2.48,2.86,7.19,11.8,3.44,10.84,17.25,5.22,34,85.9
721,good,3.616154297,6.18,2.44,2.88,7.19,11.75,3.55,10.45,17.39,5.09,34,85.4
722,good,3.616154297,6.1,2.45,2.88,7.25,11.75,3.55,9.39,17.32,5.17,34,85.7
723,good,3.616154297,6.13,2.48,2.84,7.19,11.9,3.55,9.46,17.1,5.15,34,85.6
724,good,3.616154297,6.18,2.44,2.89,7.19,12.19,3.53,9.43,17.1,5.13,34.1,85.5
725,good,3.616154297,6.15,2.45,2.88,7.13,12.29,3.6,10.2,17.17,5.17,34,85.5
726,good,3.616154297,6.1,2.45,2.84,7.16,12.34,3.5,9.24,16.81,5.17,34,86
727,good,3.616154297,6.13,2.47,2.88,7.11,11.61,3.48,9.81,16.74,5.11,34,86.1
728,good,3.616154297,6.08,2.45,2.84,7.05,11.9,3.48,9.73,16.46,5.13,34,86.3
729,good,3.616154297,6.1,2.44,2.86,7.02,11.75,3.46,10.33,16.33,5.17,34,86.3
730,good,3.616154297,6.05,2.45,2.61,7.13,11.75,3.46,10,16.19,5.13,34,86.5
731,good,3.616154297,6.05,2.41,2.86,7.02,11.8,3.43,10.25,16.26,5.02,34,86.8
732,good,3.616154297,6,2.42,2.83,7.02,11.11,3.41,8.95,15.86,4.95,34,87.1
733,good,3.616154297,6.05,2.41,2.88,7.05,11.75,3.43,9.28,15.53,5.11,33.9,86.6
734,good,3.616154297,5.98,2.39,2.84,7.02,11.47,3.44,9.88,15.53,5.13,34,86.9
735,good,3.616154297,6.1,2.44,2.97,6.94,11.61,3.39,9.58,15.6,5.11,33.9,87
736,good,3.616154297,6.05,2.44,2.86,6.91,11.75,3.41,9.13,15.47,5.02,34,87.3
737,good,3.616154297,6.03,2.44,2.88,6.96,11.9,3.41,10.2,15.22,5.09,33.9,87.3
738,good,3.616154297,5.98,2.45,2.84,6.91,12.19,3.39,10.45,15.34,5,33.9,87.4
739,good,3.616154297,5.95,2.44,2.84,6.88,11.66,3.39,8.81,15.15,5.06,34,87.5
740,good,3.616154297,6,2.41,2.84,6.88,11.52,3.39,9.1,15.15,5.09,33.9,87.3
741,good,3.616154297,5.95,2.39,2.84,6.88,11.66,3.39,8.99,15.6,5.04,33.9,87.5
742,good,3.616154297,6.03,2.42,2.88,6.85,11.71,3.38,9.24,15.09,5.11,33.9,87.4
743,good,3.616154297,6,2.42,2.86,6.8,11.75,3.36,9.2,15.15,5,33.9,87.5
744,good,3.616154297,6,2.39,2.89,6.8,11.57,3.36,9.13,14.73,5.13,33.9,87.7
745,good,3.616154297,6,2.42,2.86,6.8,11.75,3.36,9.17,14.61,5.02,33.9,87.7
746,good,3.616154297,5.98,2.42,2.84,6.8,11.71,3.29,10.66,15.22,5.04,33.9,87.8
747,good,3.616154297,5.93,2.42,2.86,6.83,11.61,3.34,10.45,15.09,5.13,33.9,87.9
748,good,3.616154297,5.93,2.36,2.84,6.83,12.34,3.36,10,14.26,4.91,33.9,88
749,good,3.616154297,5.9,2.39,2.88,6.83,11.57,3.32,9.81,13.97,5,33.9,88
750,good,3.616154297,5.85,2.39,2.83,6.8,11.61,3.26,8.99,13.64,4.89,33.9,88
751,good,3.616154297,5.85,2.39,2.83,6.72,11.38,3.34,10.12,13.26,5,33.9,88
752,good,3.616154297,5.85,2.35,2.86,6.83,11.34,3.32,9.61,13.1,5.09,33.9,88.2
753,good,3.616154297,5.88,2.36,2.86,6.74,11.43,3.31,10.12,13.31,4.84,33.9,88.3
754,good,3.616154297,5.9,2.39,2.86,6.77,11.57,3.34,10.54,12.94,5.06,33.9,88.2
755,good,3.616154297,5.85,2.35,2.84,6.72,11.38,3.31,9.5,12.94,5.11,33.9,88.3
756,good,3.616154297,5.88,2.38,2.86,6.77,11.38,3.31,9.43,12.74,5.11,33.9,88.5
757,good,3.616154297,5.8,2.35,2.83,6.77,11.16,3.29,10.08,12.49,5.02,33.9,88.4
758,good,3.616154297,5.88,2.39,2.84,6.72,11.34,3.29,9.1,12.24,5.06,33.9,87.8
759,good,3.616154297,5.85,2.38,2.83,6.72,10.72,3.21,9.35,11.63,5.04,33.8,88
760,good,3.616154297,5.8,2.33,2.86,6.72,10.55,3.22,9.61,11.18,5,33.9,88.2
761,good,3.616154297,5.76,2.36,2.84,6.74,10.51,3.24,10.16,10.75,5.04,33.8,88
762,good,3.616154297,5.68,2.33,2.84,6.69,10.81,3.22,10.41,10.54,4.98,33.8,87.9
763,good,3.616154297,5.68,2.32,2.84,6.74,10.89,3.26,9.81,10.42,4.91,33.8,87.6
764,good,3.616154297,5.73,2.36,2.83,6.66,11.11,3.26,9.13,10.34,5.04,33.8,87.8
765,good,3.616154297,5.66,2.32,2.81,6.69,11.61,3.26,10.2,10.26,4.95,33.8,88.1
766,good,3.616154297,5.66,2.33,2.84,6.66,11.11,3.31,9.1,10.22,5.04,33.8,88.2
767,good,3.616154297,5.66,2.38,2.81,6.66,11.34,3.29,10.2,10.3,5,33.8,88.4
768,good,3.616154297,5.68,2.35,2.83,6.58,11.25,3.24,9.77,10.3,4.98,33.8,88.3
769,good,3.616154297,5.66,2.33,2.72,6.55,11.11,3.21,8.88,9.86,5.04,33.8,88.5
770,good,3.616154297,5.61,2.35,2.7,6.58,10.63,3.22,9.06,9.56,4.93,33.8,88.7
771,good,3.616154297,5.61,2.36,2.7,6.58,11.43,3.24,10.04,9.41,4.98,33.8,88.9
772,good,3.616154297,5.59,2.36,2.7,6.53,10.85,3.22,9.13,9.3,4.95,33.8,88.9
773,good,3.616154297,5.61,2.32,2.68,6.55,11.11,3.24,9.24,9.49,4.8,33.8,88.9
774,good,3.616154297,5.66,2.33,2.72,6.53,11.2,3.24,9.5,9.3,4.89,33.8,88.9
775,good,3.616154297,5.66,2.32,2.72,6.55,10.89,3.24,8.81,9.09,4.87,33.8,88.9
776,good,3.616154297,5.64,2.33,2.7,6.48,11.29,3.21,9.46,8.98,4.67,33.8,89.2
777,good,3.616154297,5.56,2.29,2.7,6.48,10.76,3.19,9.77,8.77,4.84,33.8,89.3
778,good,3.616154297,5.54,2.33,2.68,6.48,10.55,3.17,9.85,8.6,4.78,33.8,89.2
779,good,3.616154297,5.54,2.32,2.7,6.48,11.38,3.17,9.88,8.5,4.8,33.8,89.1
